EmployeeID,JobRole,CurrentSkill
235703,Software Engineer,REST API
235703,Software Engineer,Python
859541,Account Manager,Excel
859541,Account Manager,Problem Solving
197224,HR Manager,Problem Solving
197224,HR Manager,Excel
511364,Business Development,Problem Solving
511364,Business Development,Excel
118799,Accountant,Communication
118799,Accountant,Problem Solving
674778,Account Manager,Excel
418635,Software Engineer,Java
418635,Software Engineer,REST API
418635,Software Engineer,Python
418635,Software Engineer,Git
936670,Data Analyst,Tableau
936670,Data Analyst,SQL
936670,Data Analyst,Statistics
936670,Data Analyst,Python
936670,Data Analyst,Excel
726742,Software Engineer,Docker
726742,Software Engineer,Java
726742,Software Engineer,Python
726742,Software Engineer,Git
936736,Accountant,Problem Solving
936736,Accountant,Communication
581644,Sales Executive,CRM Software
581644,Sales Executive,Negotiation
581644,Sales Executive,Excel
510131,Marketing Executive,Social Media
510131,Marketing Executive,SEO
510131,Marketing Executive,Content Strategy
294626,Accountant,Communication
573387,Cybersecurity Specialist,Python
573387,Cybersecurity Specialist,Incident Response
784768,Marketing Executive,SEO
784768,Marketing Executive,Google Analytics
134108,Auditor,Excel
134108,Auditor,Problem Solving
174649,Sales Executive,Negotiation
174649,Sales Executive,Excel
174649,Sales Executive,Lead Generation
689338,Software Engineer,Python
689338,Software Engineer,REST API
689338,Software Engineer,SQL
689338,Software Engineer,Data Structures
523061,Sales Executive,Lead Generation
523061,Sales Executive,Communication
523061,Sales Executive,Negotiation
901936,Content Strategist,Excel
300537,Financial Analyst,Excel
300537,Financial Analyst,Problem Solving
569817,HR Manager,Problem Solving
569817,HR Manager,Excel
489553,Data Analyst,Statistics
489553,Data Analyst,Python
489553,Data Analyst,Excel
489553,Data Analyst,SQL
995986,Financial Analyst,Communication
370437,Recruitment Specialist,Communication
370437,Recruitment Specialist,Excel
641341,Employee Relations,Problem Solving
686344,Cybersecurity Specialist,Incident Response
686344,Cybersecurity Specialist,Firewalls
686344,Cybersecurity Specialist,Linux
476946,HR Manager,Problem Solving
476946,HR Manager,Excel
642417,Sales Executive,Excel
642417,Sales Executive,Negotiation
642417,Sales Executive,CRM Software
455338,Accountant,Problem Solving
492243,Sales Executive,Excel
492243,Sales Executive,Lead Generation
492243,Sales Executive,Communication
135842,Accountant,Problem Solving
356703,Software Engineer,Docker
356703,Software Engineer,Java
356703,Software Engineer,REST API
356703,Software Engineer,Git
118920,Recruitment Specialist,Excel
105561,Auditor,Problem Solving
425760,Recruitment Specialist,Excel
397069,Auditor,Problem Solving
150406,Account Manager,Problem Solving
774763,Sales Executive,Lead Generation
774763,Sales Executive,CRM Software
774763,Sales Executive,Communication
714313,Accountant,Problem Solving
991564,Auditor,Communication
991564,Auditor,Problem Solving
274295,Cybersecurity Specialist,Linux
274295,Cybersecurity Specialist,Firewalls
439231,Employee Relations,Communication
869777,Cybersecurity Specialist,Incident Response
869777,Cybersecurity Specialist,Firewalls
869777,Cybersecurity Specialist,Python
869777,Cybersecurity Specialist,Linux
645354,Marketing Executive,SEO
645354,Marketing Executive,Social Media
441767,HR Manager,Excel
139995,Data Analyst,Excel
139995,Data Analyst,Statistics
139995,Data Analyst,Tableau
139995,Data Analyst,Python
139995,Data Analyst,PowerBI
154629,Business Development,Excel
518607,Employee Relations,Excel
228875,Sales Executive,CRM Software
228875,Sales Executive,Lead Generation
228875,Sales Executive,Negotiation
228875,Sales Executive,Excel
440728,Accountant,Communication
814503,Content Strategist,Problem Solving
814503,Content Strategist,Communication
207810,Content Strategist,Problem Solving
671113,Data Analyst,SQL
671113,Data Analyst,PowerBI
671113,Data Analyst,Statistics
671113,Data Analyst,Python
322000,Business Development,Communication
322000,Business Development,Problem Solving
939507,Cybersecurity Specialist,Network Security
939507,Cybersecurity Specialist,Firewalls
939507,Cybersecurity Specialist,Linux
851852,Recruitment Specialist,Excel
851852,Recruitment Specialist,Problem Solving
708380,HR Manager,Excel
911947,Accountant,Problem Solving
706670,Account Manager,Problem Solving
706670,Account Manager,Communication
902256,Software Engineer,Data Structures
902256,Software Engineer,SQL
902256,Software Engineer,REST API
794499,Financial Analyst,Excel
106054,Business Development,Communication
451785,Auditor,Excel
266584,Employee Relations,Excel
625909,Financial Analyst,Communication
625909,Financial Analyst,Problem Solving
257068,Content Strategist,Problem Solving
257068,Content Strategist,Excel
614013,Accountant,Excel
961711,Business Development,Communication
149976,SEO Specialist,Problem Solving
149976,SEO Specialist,Communication
793928,Marketing Executive,Copywriting
793928,Marketing Executive,SEO
149508,SEO Specialist,Problem Solving
228972,Account Manager,Communication
228972,Account Manager,Problem Solving
363615,Auditor,Communication
363615,Auditor,Excel
950003,Employee Relations,Problem Solving
308395,Recruitment Specialist,Excel
308395,Recruitment Specialist,Problem Solving
538353,Software Engineer,Python
538353,Software Engineer,Data Structures
538353,Software Engineer,REST API
106528,Cybersecurity Specialist,Network Security
106528,Cybersecurity Specialist,Linux
642778,Software Engineer,Data Structures
642778,Software Engineer,REST API
642778,Software Engineer,SQL
642778,Software Engineer,Python
794296,Financial Analyst,Problem Solving
794296,Financial Analyst,Excel
158214,Marketing Executive,Content Strategy
158214,Marketing Executive,Copywriting
945273,Sales Executive,Lead Generation
945273,Sales Executive,CRM Software
945273,Sales Executive,Salesforce
216921,Employee Relations,Communication
812942,Accountant,Excel
383779,Financial Analyst,Excel
383779,Financial Analyst,Problem Solving
947172,Software Engineer,Python
947172,Software Engineer,Docker
947172,Software Engineer,SQL
947172,Software Engineer,Git
360465,Recruitment Specialist,Excel
982370,Software Engineer,Python
982370,Software Engineer,Git
982370,Software Engineer,SQL
982370,Software Engineer,Data Structures
982370,Software Engineer,Java
958725,Accountant,Communication
958725,Accountant,Excel
288553,Accountant,Problem Solving
955218,Employee Relations,Communication
542988,Account Manager,Excel
542988,Account Manager,Communication
276037,Cybersecurity Specialist,Incident Response
276037,Cybersecurity Specialist,Network Security
276037,Cybersecurity Specialist,Firewalls
451093,Financial Analyst,Excel
994891,Sales Executive,Excel
994891,Sales Executive,Lead Generation
994891,Sales Executive,Salesforce
994891,Sales Executive,Communication
761004,Content Strategist,Excel
761004,Content Strategist,Communication
267354,Content Strategist,Communication
267354,Content Strategist,Excel
214673,SEO Specialist,Communication
214673,SEO Specialist,Problem Solving
803478,SEO Specialist,Excel
103367,SEO Specialist,Excel
964426,Sales Executive,Excel
964426,Sales Executive,Communication
964426,Sales Executive,Negotiation
487792,Marketing Executive,Copywriting
487792,Marketing Executive,Google Analytics
535918,Accountant,Excel
524534,Software Engineer,Docker
524534,Software Engineer,REST API
524534,Software Engineer,Java
524534,Software Engineer,Data Structures
355764,Data Analyst,Tableau
355764,Data Analyst,Excel
355764,Data Analyst,PowerBI
829980,Cybersecurity Specialist,Linux
829980,Cybersecurity Specialist,Network Security
966986,Marketing Executive,Copywriting
966986,Marketing Executive,Content Strategy
966986,Marketing Executive,SEO
988349,Sales Executive,Negotiation
988349,Sales Executive,CRM Software
988349,Sales Executive,Communication
834139,SEO Specialist,Excel
834139,SEO Specialist,Communication
696050,HR Manager,Communication
696050,HR Manager,Problem Solving
166038,Content Strategist,Excel
166038,Content Strategist,Problem Solving
215684,Business Development,Communication
385606,HR Manager,Excel
385606,HR Manager,Communication
172962,Content Strategist,Communication
172962,Content Strategist,Problem Solving
394198,Accountant,Excel
394198,Accountant,Problem Solving
582316,Business Development,Excel
911708,SEO Specialist,Problem Solving
911708,SEO Specialist,Communication
152176,Financial Analyst,Communication
374439,Recruitment Specialist,Excel
374439,Recruitment Specialist,Problem Solving
694891,Account Manager,Communication
406625,Recruitment Specialist,Excel
742879,Employee Relations,Communication
728778,Financial Analyst,Excel
728778,Financial Analyst,Problem Solving
950868,Financial Analyst,Communication
950868,Financial Analyst,Problem Solving
254544,Account Manager,Problem Solving
318850,Software Engineer,Docker
318850,Software Engineer,SQL
318850,Software Engineer,Java
573370,Account Manager,Problem Solving
940884,Cybersecurity Specialist,Network Security
940884,Cybersecurity Specialist,Firewalls
940884,Cybersecurity Specialist,Linux
203931,Data Analyst,Excel
203931,Data Analyst,PowerBI
203931,Data Analyst,Tableau
642094,Content Strategist,Excel
642094,Content Strategist,Communication
658286,Cybersecurity Specialist,Incident Response
658286,Cybersecurity Specialist,Python
658286,Cybersecurity Specialist,Network Security
705020,Software Engineer,SQL
705020,Software Engineer,Java
705020,Software Engineer,Data Structures
705020,Software Engineer,REST API
705020,Software Engineer,Python
582295,Recruitment Specialist,Problem Solving
776797,Sales Executive,Lead Generation
776797,Sales Executive,Excel
776797,Sales Executive,Salesforce
776797,Sales Executive,Communication
829898,Business Development,Communication
829898,Business Development,Excel
779862,Auditor,Problem Solving
779862,Auditor,Communication
251680,Business Development,Excel
251680,Business Development,Communication
521943,Content Strategist,Problem Solving
521943,Content Strategist,Excel
288123,Accountant,Problem Solving
902743,Software Engineer,Java
902743,Software Engineer,REST API
902743,Software Engineer,Git
242992,Cybersecurity Specialist,Linux
242992,Cybersecurity Specialist,Incident Response
242992,Cybersecurity Specialist,Network Security
818722,Financial Analyst,Communication
984783,Data Analyst,Excel
984783,Data Analyst,Python
984783,Data Analyst,Statistics
189952,Recruitment Specialist,Communication
645549,Business Development,Communication
645549,Business Development,Excel
774078,Software Engineer,REST API
774078,Software Engineer,Git
774078,Software Engineer,Data Structures
774078,Software Engineer,Java
774078,Software Engineer,Docker
529471,Business Development,Communication
529471,Business Development,Problem Solving
459232,Marketing Executive,Content Strategy
459232,Marketing Executive,Copywriting
459232,Marketing Executive,Google Analytics
292515,Sales Executive,Salesforce
292515,Sales Executive,Excel
292515,Sales Executive,Lead Generation
201265,Content Strategist,Excel
845074,Data Analyst,SQL
845074,Data Analyst,Excel
845074,Data Analyst,Tableau
845074,Data Analyst,PowerBI
834424,SEO Specialist,Communication
749957,Account Manager,Problem Solving
328589,SEO Specialist,Problem Solving
328589,SEO Specialist,Excel
281726,Financial Analyst,Problem Solving
281726,Financial Analyst,Communication
304341,Account Manager,Problem Solving
304341,Account Manager,Excel
873474,SEO Specialist,Problem Solving
888575,HR Manager,Excel
888575,HR Manager,Communication
261476,SEO Specialist,Problem Solving
261476,SEO Specialist,Excel
663202,Recruitment Specialist,Communication
663202,Recruitment Specialist,Problem Solving
277155,Data Analyst,Statistics
277155,Data Analyst,SQL
277155,Data Analyst,Excel
207126,Accountant,Communication
207126,Accountant,Excel
210335,HR Manager,Excel
210335,HR Manager,Communication
480908,SEO Specialist,Communication
480908,SEO Specialist,Problem Solving
851215,Marketing Executive,Content Strategy
851215,Marketing Executive,Copywriting
851215,Marketing Executive,Social Media
851215,Marketing Executive,Google Analytics
941004,Financial Analyst,Communication
941004,Financial Analyst,Excel
161314,Content Strategist,Excel
161314,Content Strategist,Communication
933801,Account Manager,Problem Solving
668669,Data Analyst,Statistics
668669,Data Analyst,Excel
668669,Data Analyst,Python
803262,Data Analyst,Statistics
803262,Data Analyst,SQL
803262,Data Analyst,Tableau
803262,Data Analyst,PowerBI
263373,Software Engineer,Data Structures
263373,Software Engineer,REST API
263373,Software Engineer,Docker
263373,Software Engineer,SQL
815582,Accountant,Problem Solving
815582,Accountant,Communication
515014,Marketing Executive,Social Media
515014,Marketing Executive,Content Strategy
515014,Marketing Executive,Google Analytics
515014,Marketing Executive,SEO
450579,Software Engineer,Git
450579,Software Engineer,Docker
450579,Software Engineer,REST API
357862,Cybersecurity Specialist,Incident Response
357862,Cybersecurity Specialist,Network Security
